ID_ANONIMIZADO;LATITUD;LONGITUD;DISTRITO;REGION
56267;-29,88231999;-71,23735998;Coquimbo;IV
56315;31,43497;-91,86326;Coquimbo;IV
56407;-29,9541;-71,33815;Coquimbo;IV
56465;-29,96662423;-71,2587665;Coquimbo;IV
56476;-29,92735001;-71,24782999;Coquimbo;IV
56530;-29,9242802;-71,2472934;Coquimbo;IV
56559;-30,2657113;-71,4897646;Coquimbo;IV
56571;-29,9697652;-71,3224904;Coquimbo;IV
56631;-29,96529169;-71,30678761;Coquimbo;IV
56656;-29,93657999;-71,25390997;Coquimbo;IV
56692;-29,98336061;-71,33830078;Coquimbo;IV
56737;-29,9574859;-71,2529193;Coquimbo;IV
56764;-29,9681009;-71,3452155;Coquimbo;IV
56829;-29,9676681;-71,255169;Coquimbo;IV
56912;-29,9845835;-71,34002779;Coquimbo;IV
56924;-29,9200211;-71,2504943;Coquimbo;IV
56925;-29,91973002;-71,25094998;Coquimbo;IV
56981;-29,94320999;-71,25971997;Coquimbo;IV
57042;-29,9642327;-71,2592932;Coquimbo;IV
57101;-29,94342972;-71,28518478;Coquimbo;IV
57195;-29,8826383;-71,2434358;Coquimbo;IV
57207;-29,9538811;-71,2702482;Coquimbo;IV
57579;-29,94855922;-71,28190844;Coquimbo;IV
58012;-29,95139;-71,29563;Coquimbo;IV
58199;-29,9173087;-71,2466827;Coquimbo;IV
58201;-29,9630735;-71,3053596;Coquimbo;IV
58262;-29,96935268;-71,31854235;Coquimbo;IV
58287;-29,9044627;-71,2515038;Coquimbo;IV
58313;-29,98275105;-71,34784346;Coquimbo;IV
58361;-29,98316068;-71,34769644;Coquimbo;IV
58374;-29,8866684;-71,2354813;Coquimbo;IV
58377;-29,8866684;-71,2354813;Coquimbo;IV
58380;-29,9731578;-71,0885849;Coquimbo;IV
58384;-29,9731578;-71,0885849;Coquimbo;IV
58434;-29,88264001;-71,24651;Coquimbo;IV
58441;31,43497;-91,86326;Coquimbo;IV
58588;-29,98203974;-71,34813612;Coquimbo;IV
58621;-29,90186001;-71,24316001;Coquimbo;IV
58632;-29,9541;-71,33815;Coquimbo;IV
58683;-29,94197;-71,14681;Coquimbo;IV
58693;-29,93812286;-71,25889539;Coquimbo;IV
58698;-29,87252652;-71,23015688;Coquimbo;IV
58702;-29,8854141;-71,2313311;Coquimbo;IV
58816;-29,98632808;-71,35360635;Coquimbo;IV
58842;-29,87944999;-71,23981001;Coquimbo;IV
58858;-29,9550996;-71,2677582;Coquimbo;IV
58872;18,03670098;-66,60980403;Coquimbo;IV
58954;-29,95499485;-71,26686538;Coquimbo;IV
58977;-31,8833062;-70,7229848;Coquimbo;IV
59014;-29,9280228;-71,2473125;Coquimbo;IV
59138;-29,9330527;-71,2508454;Coquimbo;IV
59155;-29,95858626;-71,3427121;Coquimbo;IV
59176;-29,93784707;-71,28257072;Coquimbo;IV
59308;-29,9495837;-71,3505194;Coquimbo;IV
59314;-29,90652001;-71,24776997;Coquimbo;IV
59455;-29,90064137;-71,2431829;Coquimbo;IV
59461;-29,9540747;-71,2998735;Coquimbo;IV
59516;-29,98804995;-71,33107494;Coquimbo;IV
59568;-29,93435455;-71,25695279;Coquimbo;IV
59583;-29,9592109;-71,3447305;Coquimbo;IV
59660;-29,9592109;-71,3447305;Coquimbo;IV
59668;-29,9166676;-71,214733;Coquimbo;IV
59745;-29,92929858;-71,24079091;Coquimbo;IV
59979;-38,7271502;-72,6180855;Coquimbo;IV
60007;-29,9383393;-71,2567545;Coquimbo;IV
60062;-29,90502436;-71,24872902;Coquimbo;IV
60148;-29,88075264;-71,23281412;Coquimbo;IV
60198;-29,93956998;-71,25695997;Coquimbo;IV
60324;-29,97622639;-71,33085144;Coquimbo;IV
60451;31,43497;-91,86326;Coquimbo;IV
60452;-29,91455;-71,21594003;Coquimbo;IV
60523;31,43497;-91,86326;Coquimbo;IV
60547;-29,99021393;-71,35490854;Coquimbo;IV
60551;-29,99021393;-71,35490854;Coquimbo;IV
60620;-39,29131199;-71,93081963;Coquimbo;IV
60662;-29,92728999;-71,25182002;Coquimbo;IV
60871;-29,928846;-71,2508011;Coquimbo;IV
60872;-29,9898682;-71,3410087;Coquimbo;IV
60904;-29,99155396;-71,32619339;Coquimbo;IV
60918;-29,8786406;-71,2501949;Coquimbo;IV
60921;31,43497;-91,86326;Coquimbo;IV
60936;-29,97701205;-71,32576386;Coquimbo;IV
60982;-29,97676679;-71,3386232;Coquimbo;IV
61018;-29,88896999;-71,2344;Coquimbo;IV
61206;-29,9541;-71,33815;Coquimbo;IV
61260;-29,96183192;-71,30397504;Coquimbo;IV
61271;-29,9537265;-71,2692707;Coquimbo;IV
61308;31,43497;-91,86326;Coquimbo;IV
61378;-29,96415535;-71,30908742;Coquimbo;IV
61379;-29,96415535;-71,30908742;Coquimbo;IV
61487;-29,8982164;-71,2618199;Coquimbo;IV
61673;-29,9305852;-71,2448289;Coquimbo;IV
61682;-30,7432004;-70,6020069;Coquimbo;IV
61730;-29,95446995;-71,26284491;Coquimbo;IV
61737;31,43497;-91,86326;Coquimbo;IV
61739;31,43497;-91,86326;Coquimbo;IV
61788;20,54869691;-104,0575096;Coquimbo;IV
61844;-29,94843305;-71,28257925;Coquimbo;IV
61921;-29,96998868;-71,33139946;Coquimbo;IV
61940;-29,90941001;-71,24445996;Coquimbo;IV
62015;-30,1975935;-71,2231154;Coquimbo;IV
62094;-29,9118934;-71,2561649;Coquimbo;IV
62105;-29,92297;-71,25757001;Coquimbo;IV
62129;-29,936844;-71,2442532;Coquimbo;IV
62151;-29,9079629;-71,2447844;Coquimbo;IV
62276;-29,7512027;-71,0263163;Coquimbo;IV
62296;-29,970823;-71,2615924;Coquimbo;IV
62411;-29,89984999;-71,25104998;Coquimbo;IV
62430;-29,953765;-71,29987134;Coquimbo;IV
62441;-29,88323002;-71,24525004;Coquimbo;IV
62476;-29,9438854;-71,2623191;Coquimbo;IV
62489;-29,9540747;-71,2998735;Coquimbo;IV
62624;-29,91346002;-71,23508002;Coquimbo;IV
62860;-29,9063687;-71,2475211;Coquimbo;IV
62869;-29,96687994;-71,26282991;Coquimbo;IV
62981;-29,93946231;-71,25326657;Coquimbo;IV
63001;-29,9816412;-71,3380017;Coquimbo;IV
63064;-32,78798345;-71,20945468;Coquimbo;IV
63107;-29,9386234;-71,2584052;Coquimbo;IV
63120;-29,9065147;-71,2475693;Coquimbo;IV
70797;-29,90516415;-71,23873127;Coquimbo;IV
70832;-29,99276538;-71,36008351;Coquimbo;IV
72665;-29,9633933;-71,3428746;Coquimbo;IV
73238;-29,92605999;-71,24329999;Coquimbo;IV
73658;-29,9280228;-71,2473125;Coquimbo;IV
77407;-29,9731578;-71,0885849;Coquimbo;IV
78516;-30,23091995;-71,07911493;Coquimbo;IV
78808;-29,9194595;-71,2485829;Coquimbo;IV
79069;-29,9444828;-71,2897293;Coquimbo;IV
79148;-29,9197821;-71,24783591;Coquimbo;IV
81174;-29,9743842;-71,304254;Coquimbo;IV
83895;-29,95168313;-71,28406413;Coquimbo;IV
84399;31,43497;-91,86326;Coquimbo;IV
87872;-29,88936168;-71,24622367;Coquimbo;IV
88017;31,43497;-91,86326;Coquimbo;IV
89918;-29,92053338;-71,25144019;Coquimbo;IV
97573;-29,964498;-71,3439609;Coquimbo;IV
105014;-29,93733;-71,28379003;Coquimbo;IV
105090;-29,9641463;-71,3375677;Coquimbo;IV
106987;-29,9209442;-71,2194657;Coquimbo;IV
107302;-30,19463788;-71,43092693;Coquimbo;IV
115510;-29,9280228;-71,2473125;Coquimbo;IV
117510;-29,91962001;-71,25573001;Coquimbo;IV
120107;-29,9585142;-71,2704452;Coquimbo;IV
128634;-29,9762157;-71,3070336;Coquimbo;IV
140604;-29,9696592;-71,3414568;Coquimbo;IV
142646;-29,972136;-71,2971323;Coquimbo;IV
146360;-29,87595997;-71,27100993;Coquimbo;IV
160802;-29,9784592;-71,341919;Coquimbo;IV
161596;-29,9742516;-71,3387081;Coquimbo;IV
162034;-29,9549036;-71,3429474;Coquimbo;IV
162135;-29,98713725;-71,36225376;Coquimbo;IV
163799;-29,9170893;-71,2322616;Coquimbo;IV
163923;-29,9427718;-71,2527115;Coquimbo;IV
167083;-29,9248098;-71,2466733;Coquimbo;IV
168227;-29,88098;-71,22446;Coquimbo;IV
194936;-29,98719996;-71,34684989;Coquimbo;IV
205693;19,53774004;-99,22575909;Coquimbo;IV
223710;-29,9016543;-71,2650676;Coquimbo;IV
226502;-29,9017202;-71,2624278;Coquimbo;IV
231403;-29,95376923;-71,28952934;Coquimbo;IV
239402;-29,9164937;-71,214179;Coquimbo;IV
247421;-29,98533286;-71,33073606;Coquimbo;IV
295379;-29,945738;-71,2634253;Coquimbo;IV
295649;-29,9833901;-71,2536531;Coquimbo;IV
313942;-29,91453999;-71,23488003;Coquimbo;IV
319940;-29,94069369;-71,28670291;Coquimbo;IV
320175;-29,95351651;-71,26200116;Coquimbo;IV
328665;-29,91361995;-71,22517492;Coquimbo;IV
333808;-29,98886315;-71,33574957;Coquimbo;IV
338973;-29,9329998;-71,261449;Coquimbo;IV
367849;-29,9935157;-71,3310931;Coquimbo;IV
370576;-29,99328909;-71,32350691;Coquimbo;IV
371235;-29,9601448;-71,3003068;Coquimbo;IV
371346;-29,9111905;-71,2438146;Coquimbo;IV
377549;-29,92572772;-71,20981223;Coquimbo;IV
389264;-29,9554762;-71,3360261;Coquimbo;IV
40003185;-29,9618561;-71,2947826;Coquimbo;IV
40016742;-29,9571986;-71,2250345;Coquimbo;IV
40017703;-29,90225425;-71,24992702;Coquimbo;IV
40030168;-29,92320495;-71,25445492;Coquimbo;IV
40030315;-29,8999216;-71,268933;Coquimbo;IV
40032592;-30,0137122;-71,3362268;Coquimbo;IV
40035101;-29,93848;-71,25766003;Coquimbo;IV
40037972;-29,92820999;-71,25357997;Coquimbo;IV
70000003;-29,88491;-71,23049001;Coquimbo;IV
70000012;-29,974784;-71,3417308;Coquimbo;IV
70000022;-30,268227;-71,4881329;Coquimbo;IV
70000023;-29,92835001;-71,24412996;Coquimbo;IV
70000024;-29,92835001;-71,24412996;Coquimbo;IV
70000027;-29,9731578;-71,0885849;Coquimbo;IV
70000055;-29,91342275;-71,2362889;Coquimbo;IV
70000066;-29,93679423;-71,24428314;Coquimbo;IV
70000079;-29,916475;-71,2475576;Coquimbo;IV
70000085;-29,97411892;-71,29991944;Coquimbo;IV
70000091;-29,9044627;-71,2515038;Coquimbo;IV
70000110;31,43497;-91,86326;Coquimbo;IV
70000118;-29,87885001;-71,24250002;Coquimbo;IV
70000119;-31,9182964;-71,5151949;Coquimbo;IV
70000127;-29,9248098;-71,2466733;Coquimbo;IV
70000137;-29,9626964;-71,3001854;Coquimbo;IV
70000160;-29,9652275;-71,32702277;Coquimbo;IV
70000183;-29,8708576;-71,2304357;Coquimbo;IV
70000193;-29,91510985;-71,24606551;Coquimbo;IV
70000212;-29,98902868;-71,33318876;Coquimbo;IV
70000213;-29,88257725;-71,23725618;Coquimbo;IV
70000217;-29,96672992;-71,34151389;Coquimbo;IV
70000230;-29,91068574;-71,24953707;Coquimbo;IV
70000240;-29,98333;-71,06667;Coquimbo;IV
70000244;-29,92600002;-71,25714002;Coquimbo;IV
70000246;31,43497;-91,86326;Coquimbo;IV
70000263;-29,9084685;-71,2519774;Coquimbo;IV
70000293;-29,9618;-71,25618;Coquimbo;IV
70000295;-30,02711;-70,79883;Coquimbo;IV
70000297;-29,93713999;-71,24517996;Coquimbo;IV
70000312;-29,91082001;-71,22898998;Coquimbo;IV
70000329;-29,9696269;-71,33262176;Coquimbo;IV
70000362;-29,956702;-71,2692797;Coquimbo;IV
70000365;-29,9859101;-71,3416897;Coquimbo;IV
70000389;-29,9827893;-71,343449;Coquimbo;IV
70000412;-29,9690315;-71,3066193;Coquimbo;IV
70000413;-29,9690315;-71,3066193;Coquimbo;IV
70000414;-30,026216;-70,6468522;Coquimbo;IV
70000418;-29,91292539;-71,24527565;Coquimbo;IV
70000428;-29,9123158;-71,2504589;Coquimbo;IV
70000441;-29,87725811;-71,23635518;Coquimbo;IV
70000451;-29,8732674;-71,2495789;Coquimbo;IV
70000485;-29,92254517;-71,20591583;Coquimbo;IV
70000486;-30,013761;-71,3954209;Coquimbo;IV
70000490;-29,9501653;-71,3520215;Coquimbo;IV
70000500;-29,9597971;-71,2531474;Coquimbo;IV
70000501;-29,9597971;-71,2531474;Coquimbo;IV
70000530;-29,8866684;-71,2354813;Coquimbo;IV
70000601;-29,95605108;-71,27165551;Coquimbo;IV
70000630;-33,0564041;-60,6187572;Coquimbo;IV
70000634;-29,90544001;-71,24861998;Coquimbo;IV
70000636;-29,92487999;-71,21325003;Coquimbo;IV
70000639;-36,9401036;-73,0256452;Coquimbo;IV
70000647;-29,9314132;-71,2418412;Coquimbo;IV
70000661;-29,9541;-71,33815;Coquimbo;IV
70000663;-29,9896955;-71,33546944;Coquimbo;IV
70000673;-29,88052225;-71,23287196;Coquimbo;IV
70000727;-29,916475;-71,2475576;Coquimbo;IV
70000752;-29,98794707;-71,33037083;Coquimbo;IV
70000786;-29,9670385;-71,2633089;Coquimbo;IV
70000831;-29,9353101;-71,2638838;Coquimbo;IV
70000872;-29,9438854;-71,2623191;Coquimbo;IV
70000878;-30,598291;-71,1971248;Coquimbo;IV
70000899;-29,9542318;-71,3374283;Coquimbo;IV
70000908;-29,9490533;-71,2925082;Coquimbo;IV
70000926;31,43497;-91,86326;Coquimbo;IV
70000930;-29,9522828;-71,3515062;Coquimbo;IV
70000973;-29,88601497;-71,22751494;Coquimbo;IV
70000984;-29,9382059;-71,2610789;Coquimbo;IV
70001002;-29,900736;-71,2458658;Coquimbo;IV
70001019;-30,00534;-71,00627;Coquimbo;IV
70001023;-29,92572772;-71,20981223;Coquimbo;IV
70001034;-29,91704002;-71,23619004;Coquimbo;IV
70001045;-29,88405002;-71,24326001;Coquimbo;IV
70001048;-29,95272113;-71,22469806;Coquimbo;IV
70001096;-29,93999476;-71,25243402;Coquimbo;IV
70001110;-29,98613097;-71,34373081;Coquimbo;IV
70001212;-29,9562162;-71,2988274;Coquimbo;IV
70001222;-29,98468393;-71,34405819;Coquimbo;IV
70001232;-29,91289624;-71,23923651;Coquimbo;IV
70001250;31,43497;-91,86326;Coquimbo;IV
70001266;31,43497;-91,86326;Coquimbo;IV
70001267;-29,94437257;-71,25226641;Coquimbo;IV
70001284;-29,93216;-71,25980999;Coquimbo;IV
70001298;-31,7263604;-71,2687292;Coquimbo;IV
70001301;-29,964498;-71,3439609;Coquimbo;IV
70001302;-29,9635698;-71,3461519;Coquimbo;IV
70001337;-29,9121593;-71,2537919;Coquimbo;IV
70001367;31,43497;-91,86326;Coquimbo;IV
70001376;-29,93637996;-71,25312995;Coquimbo;IV
70001381;-29,8726322;-71,23276233;Coquimbo;IV
70001388;-29,9084685;-71,2519774;Coquimbo;IV
70001390;-29,94442001;-71,26012004;Coquimbo;IV
70001393;-29,95482318;-71,26686913;Coquimbo;IV
70001410;-29,9636407;-71,3033459;Coquimbo;IV
70001412;-29,9749955;-70,5622933;Coquimbo;IV
70001448;-29,921143;-71,2502946;Coquimbo;IV
70001451;-30,6481915;-71,1004601;Coquimbo;IV
70001485;-29,9404999;-71,2661226;Coquimbo;IV
70001487;-29,949689;-71,2446946;Coquimbo;IV
70001494;-29,87197999;-71,23898004;Coquimbo;IV
70001508;-29,98057023;-71,29623143;Coquimbo;IV
70001530;-29,9910439;-71,3267123;Coquimbo;IV
70001534;18,24774;121,90596;Coquimbo;IV
70001541;-30,8469748;-71,2442192;Coquimbo;IV
70001547;-20,2800101;-70,0818152;Coquimbo;IV
70001551;-29,95998959;-71,26417114;Coquimbo;IV
70001554;-29,95849205;-71,24641077;Coquimbo;IV
70001561;-29,92579001;-71,25628003;Coquimbo;IV
70001563;-29,984295;-71,3398282;Coquimbo;IV
70001608;-29,94489002;-71,25875001;Coquimbo;IV
70001655;-29,8661494;-71,2435858;Coquimbo;IV
70001670;-29,9351959;-71,2449382;Coquimbo;IV
70001693;-29,98843125;-71,33896721;Coquimbo;IV
70001706;-30,0355946;-70,7227372;Coquimbo;IV
70001733;-29,94891253;-71,28890427;Coquimbo;IV
70001734;-29,94891253;-71,28890427;Coquimbo;IV
70001738;-29,9098881;-71,2552411;Coquimbo;IV
70001743;-29,9055803;-71,2613351;Coquimbo;IV
70001751;-29,9852537;-71,3414785;Coquimbo;IV
70001754;-29,96836379;-71,34397973;Coquimbo;IV
70001821;-29,9158804;-71,210541;Coquimbo;IV
70001872;-31,1756319;-70,9950687;Coquimbo;IV
70001879;-29,95519434;-71,2637343;Coquimbo;IV
70001880;-30,367673;-71,6705131;Coquimbo;IV
70001888;-29,965173;-71,2531703;Coquimbo;IV
70001894;-29,95805199;-71,29435316;Coquimbo;IV
70001904;-29,9098881;-71,2552411;Coquimbo;IV
70001955;-29,95782542;-71,24634531;Coquimbo;IV
70001957;-29,9508984;-71,2853969;Coquimbo;IV
70001985;-29,94412887;-71,34419342;Coquimbo;IV
70002034;-29,90959001;-71,24365999;Coquimbo;IV
70002065;-29,93385035;-71,24394799;Coquimbo;IV
70002083;-29,9898682;-71,3410087;Coquimbo;IV
70002101;-29,88100429;-71,25169534;Coquimbo;IV
70002106;-29,9133616;-71,23842142;Coquimbo;IV
70002124;-29,8839851;-71,2350706;Coquimbo;IV
70002133;-29,94358312;-71,25454247;Coquimbo;IV
70002174;-29,88080002;-71,23512;Coquimbo;IV
70002183;-29,97226881;-71,3372548;Coquimbo;IV
70002185;-29,95721926;-71,26871176;Coquimbo;IV
70002199;-29,9224997;-71,2044644;Coquimbo;IV
70002200;27,87744;-81,83498;Coquimbo;IV
70002228;-29,89605273;-71,19192073;Coquimbo;IV
70002235;-29,92973998;-71,26203999;Coquimbo;IV
70002236;-29,9246861;-71,2415882;Coquimbo;IV
70002247;-29,90217999;-71,24854999;Coquimbo;IV
70002257;-29,91867;-71,25544;Coquimbo;IV
70002266;-29,93229998;-71,25245998;Coquimbo;IV
70002287;-29,94914037;-71,25276463;Coquimbo;IV
70002315;-29,91883999;-71,21223003;Coquimbo;IV
70002336;-29,91571002;-71,25153998;Coquimbo;IV
70002370;-29,9027795;-71,26528945;Coquimbo;IV
70002387;-29,9705925;-71,3392295;Coquimbo;IV
70002467;-29,91509001;-71,24546998;Coquimbo;IV
70002492;-29,905149;-71,2547104;Coquimbo;IV
70002493;20,70531126;-100,8119606;Coquimbo;IV
70002499;-29,93587823;-71,25553572;Coquimbo;IV
70002507;-29,95127111;-71,28557919;Coquimbo;IV
70002514;-30,45;-70,86667;Coquimbo;IV
70002573;-29,92153267;-71,24423605;Coquimbo;IV
70002575;-29,88801001;-71,22944998;Coquimbo;IV
70002630;-29,88577257;-71,22561701;Coquimbo;IV
70002662;-29,98661872;-71,35237638;Coquimbo;IV
70002699;-29,96201988;-71,29005887;Coquimbo;IV
70002721;-29,8632887;-71,2401508;Coquimbo;IV
70002730;-29,9242037;-71,2539447;Coquimbo;IV
70002736;-29,97352576;-71,26194302;Coquimbo;IV
70002764;-29,9270882;-71,2566978;Coquimbo;IV
70002775;-29,9796045;-71,2558117;Coquimbo;IV
70002783;-29,91499001;-71,25570001;Coquimbo;IV
70002801;-29,9793751;-71,3414121;Coquimbo;IV
70002817;-29,9423448;-71,1228747;Coquimbo;IV
70002818;-29,99068087;-71,34448535;Coquimbo;IV
70002821;-29,94936001;-71,26624;Coquimbo;IV
70002852;27,87744;-81,83498;Coquimbo;IV
70002858;-29,9731578;-71,0885849;Coquimbo;IV
70002859;-29,8793378;-71,2511924;Coquimbo;IV
70002875;-29,93059866;-71,25670293;Coquimbo;IV
70002899;-29,98171213;-71,33953159;Coquimbo;IV
70002931;-29,92485358;-71,24446011;Coquimbo;IV
70003008;-29,91959997;-71,24700994;Coquimbo;IV
70003084;-29,92633999;-71,25728997;Coquimbo;IV
70003087;-29,92240888;-71,25383729;Coquimbo;IV
70003221;-29,9246861;-71,2415882;Coquimbo;IV
70003223;-29,9793751;-71,3414121;Coquimbo;IV
70003234;31,43497;-91,86326;Coquimbo;IV
70003259;-27,43640795;-48,50499965;Coquimbo;IV
70003271;-30,00238;-71,25869;Coquimbo;IV
70003367;-29,90605771;-71,27374232;Coquimbo;IV
70003374;-29,88801001;-71,22944998;Coquimbo;IV
70003404;-29,9866591;-71,3397629;Coquimbo;IV
70003405;-29,86713108;-71,23610117;Coquimbo;IV
70003411;-29,948629;-71,243627;Coquimbo;IV
70003448;-29,96409996;-71,30458993;Coquimbo;IV
70003464;-30,2369159;-71,0767027;Coquimbo;IV
70003470;-29,92721348;-71,24343157;Coquimbo;IV
70003507;31,43497;-91,86326;Coquimbo;IV
70003528;-29,881506;-71,1211446;Coquimbo;IV
70003603;-29,96586293;-71,33201099;Coquimbo;IV
70003617;-29,96064653;-71,29781429;Coquimbo;IV
70003618;-29,96064653;-71,29781429;Coquimbo;IV
70003634;-29,97601476;-71,32868538;Coquimbo;IV
70003647;-29,90229242;-71,26204121;Coquimbo;IV
70003691;-29,92820617;-71,26003409;Coquimbo;IV
70003736;-29,8360917;-71,279199;Coquimbo;IV
70003794;-29,982519;-71,3384873;Coquimbo;IV
70003838;-29,968155;-71,3421605;Coquimbo;IV
70003843;-29,9588324;-71,2950252;Coquimbo;IV
70003899;-29,94273;-71,26588997;Coquimbo;IV
70003922;-29,95449888;-71,34140925;Coquimbo;IV
70003926;-29,95800542;-71,2699961;Coquimbo;IV
70003998;-29,9100525;-71,2300095;Coquimbo;IV
70003999;-29,9541;-71,33815;Coquimbo;IV
70004002;-29,9697652;-71,3224904;Coquimbo;IV
70004063;-29,922377;-71,2537807;Coquimbo;IV
70004065;-29,96953416;-71,25835069;Coquimbo;IV
70004068;-29,8786406;-71,2501949;Coquimbo;IV
70004120;-29,8819901;-71,22683;Coquimbo;IV
70004127;-29,9628445;-71,2562678;Coquimbo;IV
70004134;-29,93365997;-71,24319492;Coquimbo;IV
70004145;-29,97279853;-71,30342713;Coquimbo;IV
70004160;-29,93414002;-71,25247004;Coquimbo;IV
70004162;-29,9385018;-71,2230712;Coquimbo;IV
70004195;31,43497;-91,86326;Coquimbo;IV
70004212;-29,90567012;-71,27375145;Coquimbo;IV
70004219;-29,98413088;-71,34328468;Coquimbo;IV
70004234;-29,96954722;-71,33213271;Coquimbo;IV
70004241;-29,92661994;-71,27851991;Coquimbo;IV
70004261;-29,92684999;-71,24348003;Coquimbo;IV
70004302;31,43497;-91,86326;Coquimbo;IV
70004318;-29,9457187;-71,268882;Coquimbo;IV
70004326;-29,9793751;-71,3414121;Coquimbo;IV
70004369;-29,937298;-71,2838928;Coquimbo;IV
70004370;-29,9618327;-71,2920265;Coquimbo;IV
70004384;31,43497;-91,86326;Coquimbo;IV
70004393;-29,9272252;-71,2434973;Coquimbo;IV
70004409;-29,916038;-71,2254572;Coquimbo;IV
70004411;-29,9541;-71,33815;Coquimbo;IV
70004414;-29,956702;-71,2692797;Coquimbo;IV
70004430;-29,9607764;-71,253228;Coquimbo;IV
70004432;-29,9540747;-71,2998735;Coquimbo;IV
70004434;-29,9016504;-71,2526181;Coquimbo;IV
70004451;-29,8675605;-71,2327308;Coquimbo;IV
70004461;-29,92187;-71,25234004;Coquimbo;IV
70004480;-34,7717069;-55,22124952;Coquimbo;IV
70004486;-29,87321;-71,24135002;Coquimbo;IV
70004524;-29,9241452;-71,2281837;Coquimbo;IV
70004543;-29,9194827;-71,2199517;Coquimbo;IV
70004573;-29,9767058;-71,3473358;Coquimbo;IV
70004574;-29,9750309;-71,3427566;Coquimbo;IV
70004577;-29,9220794;-71,2252343;Coquimbo;IV
70004586;-29,97029438;-71,31137992;Coquimbo;IV
70004596;-29,93536001;-71,24651998;Coquimbo;IV
70004630;-29,9588324;-71,2950252;Coquimbo;IV
70004641;-29,9753832;-71,3380209;Coquimbo;IV
70004657;-29,9270882;-71,2566978;Coquimbo;IV
70004670;-29,98665576;-71,33634358;Coquimbo;IV
70004680;-29,8861551;-71,2460518;Coquimbo;IV
70004699;-29,87644771;-71,24999667;Coquimbo;IV
70004738;-29,9566394;-71,2445172;Coquimbo;IV
70004742;37,3800281;-6,1244669;Coquimbo;IV
70004764;-29,93488999;-71,28241003;Coquimbo;IV
70004820;-30,26631264;-71,4909773;Coquimbo;IV
70004833;-29,8886895;-71,1402203;Coquimbo;IV
70004858;-29,95449888;-71,34140925;Coquimbo;IV
70004876;-29,87045792;-71,24340001;Coquimbo;IV
70004891;-29,94197;-71,14681;Coquimbo;IV
70004905;-29,9953369;-71,3208027;Coquimbo;IV
70004916;-29,89983;-71,24805001;Coquimbo;IV
70004933;-29,91192001;-71,2387;Coquimbo;IV
70004938;-29,8817923;-71,2529227;Coquimbo;IV
70004956;31,43497;-91,86326;Coquimbo;IV
70004959;-29,90248995;-71,2434883;Coquimbo;IV
70004960;-29,9804666;-71,3418237;Coquimbo;IV
70004965;-29,87824002;-71,24389996;Coquimbo;IV
70004972;-29,9742577;-71,0606706;Coquimbo;IV
70004976;-29,9837559;-71,3401117;Coquimbo;IV
70004980;-29,98333;-71,06667;Coquimbo;IV
70004984;-29,9196885;-71,2534374;Coquimbo;IV
70004985;-29,91686999;-71,23721003;Coquimbo;IV
70004988;-29,89842858;-71,25886724;Coquimbo;IV
70004990;31,43497;-91,86326;Coquimbo;IV
70004991;-29,9642251;-71,307109;Coquimbo;IV
70004997;-29,97166852;-71,3262427;Coquimbo;IV
70005114;-29,91909;-71,23809;Coquimbo;IV
70005120;-29,9084685;-71,2519774;Coquimbo;IV
70005121;-29,9084685;-71,2519774;Coquimbo;IV
70005134;-29,94078;-71,26210998;Coquimbo;IV
70005140;-29,8786406;-71,2501949;Coquimbo;IV
70005161;-29,94317001;-71,25940003;Coquimbo;IV
70005184;-29,86932;-71,23121001;Coquimbo;IV
70005211;31,43497;-91,86326;Coquimbo;IV
70005291;-29,96165606;-71,26226924;Coquimbo;IV
70005306;-29,9396722;-71,2855679;Coquimbo;IV
70005312;-29,9859006;-71,3331537;Coquimbo;IV
70005322;-29,97537802;-71,30117817;Coquimbo;IV
70005340;-29,94547001;-71,26821;Coquimbo;IV
70005349;-29,9537265;-71,2692707;Coquimbo;IV
70005379;-29,9541;-71,33815;Coquimbo;IV
70005396;-29,93726002;-71,25741;Coquimbo;IV
70005478;-29,9906148;-71,3418636;Coquimbo;IV
70005536;-29,984272;-71,3542753;Coquimbo;IV
70005541;-29,8884991;-71,2491646;Coquimbo;IV
70005557;-29,95228093;-71,2674792;Coquimbo;IV
70005569;-29,98889;-71,35;Coquimbo;IV
70005577;-29,95242195;-71,22711881;Coquimbo;IV
70005604;-29,8793378;-71,2511924;Coquimbo;IV
70005613;-29,97025153;-71,32634417;Coquimbo;IV
70005634;-29,9006345;-71,25359987;Coquimbo;IV
70005635;-29,9632684;-71,255034;Coquimbo;IV
70005636;-30,2580877;-71,4940702;Coquimbo;IV
70005644;-29,9742516;-71,3387081;Coquimbo;IV
70005648;-29,9632684;-71,255034;Coquimbo;IV
70005682;-29,93877999;-71,25675998;Coquimbo;IV
70005701;-29,9709946;-71,3297751;Coquimbo;IV
70005703;-29,9709946;-71,3297751;Coquimbo;IV
70005718;-29,8830384;-71,2435751;Coquimbo;IV
70005753;-29,94891253;-71,28890427;Coquimbo;IV
70005766;-29,980615;-71,34128867;Coquimbo;IV
70005847;-29,9170706;-71,2229996;Coquimbo;IV
70005851;-29,93085;-71,25324;Coquimbo;IV
70005896;-29,9575745;-71,3429806;Coquimbo;IV
70005902;-29,9239163;-71,2448661;Coquimbo;IV
70005939;-29,9762007;-71,3379903;Coquimbo;IV
70005944;-29,9536569;-71,2688193;Coquimbo;IV
70005948;-29,98224048;-71,338923;Coquimbo;IV
